event,n_produced,n_wall,n_pmt,first_residual_ns
290,63448,62951,0,0.0578383
291,528850,517931,0,0.0158195
292,287813,276642,0,0.142488
293,2373210,2257108,0,0.24393
294,13879116,13297435,0,0.0355949
295,1308024,1266980,0,0.176642
296,7415171,7219526,0,0.113751
297,2519790,2371885,0,0.0822772
298,0,0,0,0
299,30596,29726,0,0.139361
300,114578,113291,0,0.0597092
301,4148251,3973077,0,0.0566061
302,957249,944297,0,0.0271506
303,12081,12019,0,0.0256986
304,12451,12389,0,0.059171
305,83753,82453,0,0.205678
306,5189660,5077747,0,0.198621
307,118356,116479,0,-0.389887
308,345,345,0,0.000299029
309,2762385,2716042,0,0.0406628
310,1135207,1103907,0,0.0586347
311,2099260,2024089,0,0.382055
312,3726679,3520873,0,0.589861
313,1834480,1756461,0,0.716719
314,7576813,7146451,0,0.172599
315,3223910,3132691,0,-0.0157938
316,801895,779098,0,0.562408
317,956429,930832,0,0.252217
318,61379,58733,0,0.0705328
319,6937,6925,0,0.0228243
320,1290748,1238339,0,0.101736
321,0,0,0,0
322,7274,7202,0,0.00553093
323,175206,171738,0,0.0434165
324,1271768,1224705,0,0.146542
325,138022,134032,0,0.37098
326,185090,183002,0,0.182868
327,1586200,1530642,0,0.0202458
328,1341968,1327750,0,0.0556301
329,768390,734744,0,0.28228
330,440188,436112,0,0.0162976
331,5177317,5037947,0,1.01123
332,19704600,19020164,0,0.191065
333,2390016,2273998,0,0.048424
334,2144,2092,0,0.46614
335,65093,62252,0,0.0465129
336,672608,658121,0,0.0467966
337,1585952,1520985,0,0.875989
338,3151556,3002676,0,0.191873
339,2370304,2235036,0,0.863905
340,3449659,3308521,0,0.00897822
341,244239,235326,0,0.0142748
342,821305,806710,0,0.308708
343,441523,434456,0,0.185623
344,3128830,3001105,0,0.243984
345,518525,510272,0,0.15535
346,65503,63346,0,0.0073694
347,342499,334513,0,0.197064
348,1374197,1318336,0,0.0642686
349,2264962,2149279,0,0.162207
350,71037,69741,0,0.0122978
351,11937,11852,0,0.0154617
352,274906,268089,0,0.0314263
353,174684,171623,0,0.0431569
354,111019,109573,0,0.0289384
355,208919,205739,0,0.0820108
356,178317,169847,0,0.0758638
357,644271,625374,0,0.04313
358,49492,48392,0,0.543193
359,738746,728419,0,0.187602
360,7109,7030,0,0.0128243
361,756818,750110,0,0.167995
362,297756,291486,0,0.0125649
363,78550,77788,0,0.028053
364,1700727,1657745,0,0.419876
365,1640443,1574001,0,0.470303
366,9206851,8781093,0,0.128938
367,264142,257213,0,0.0461351
368,152909,151758,0,0.119088
369,1816593,1707621,0,0.264747
370,8534083,8248252,0,0.22822
371,1904403,1817846,0,0.314643
372,184227,180313,0,0.0807195
373,4016688,3823740,0,0.171644
374,4564142,4433786,0,0.0833834
375,289871,280618,0,0.127922
376,716212,700142,0,0.0488402
377,624277,599127,0,0.118245
378,988869,975703,0,0.0769552
379,1314512,1291195,0,0.0874526
380,4534855,4341696,0,0.199427
381,888811,875529,0,0.0783814
382,975418,945705,0,0.128979
383,842298,800923,0,0.0687096
384,682157,665562,0,0.42231
385,56228,54242,0,0.00728309
386,895758,874622,0,0.176535
387,300793,291904,0,0.114107
388,2845972,2782337,0,0.330818
389,659565,651734,0,0.147192
390,0,0,0,0
391,1279632,1250755,0,0.0483367
392,507497,485602,0,0.03653
393,32790506,31046937,0,0.382955
394,1199707,1174075,0,0.164918
395,9342964,9171953,0,0.273455
396,41768,39790,0,0.970456
397,1001954,984412,0,0.1092
398,10849,10680,0,0.0161887
399,28621,28362,0,0.11156
400,5612340,5401938,0,0.212257
401,2966872,2911231,0,0.251005
402,679365,657313,0,0.118577
403,15134858,14592205,0,11.0534
404,164618,160979,0,0.00908802
405,2673297,2610011,0,0.10683
406,12526825,12099906,0,0.354245
407,31196,31093,0,-0.377265
408,614505,603265,0,0.128011
409,2895621,2780562,0,0.0659273
410,258522,254486,0,0.186679
411,48308,47277,0,0.0323051
412,333715,319628,0,0.0249266
413,6830094,6537931,0,0.147221
414,87150,86063,0,0.0280775
415,333379,328678,0,0.322829
416,1422950,1359190,0,0.0392241
417,13455,13405,0,0.0261474
418,1257609,1235965,0,0.557678
419,124855,122477,0,-0.101411
420,49051,48267,0,0.168107
421,1138520,1095921,0,0.138164
422,1164374,1140453,0,0.102877
423,19546782,19063578,0,0.46061
424,260445,254070,0,0.0510967
425,29997,29534,0,0.0829189
426,6834658,6640658,0,-0.225652
427,6500459,6374760,0,0.255128
428,334899,328035,0,0.328877
429,4307988,4114247,0,0.107972
430,35738,35399,0,0.122292
431,1319153,1296724,0,0.0416622
432,7877625,7750962,0,0.184862
433,1850144,1820945,0,0.0703006
434,2442,2426,0,0.0635895
435,122157,116765,0,0.0841526
436,853575,832280,0,0.0358479
437,110193,108400,0,0.172174
438,25833,25521,0,0.0114203
439,13527034,12888811,0,0.503463
440,92509,88848,0,0.131453
441,178981,177098,0,0.136592
442,4787525,4598689,0,0.25398
443,12064,12009,0,0.0153104
444,41603,40457,0,0.012556
445,866464,851051,0,0.0325099
446,0,0,0,0
447,207952,205270,0,0.0791386
448,19775,19513,0,0.031791
449,3573262,3520284,0,0.21396
450,681066,668223,0,0.0226463
451,0,0,0,0
452,103454,99445,0,0.0734351
453,298965,291170,0,0.0254724
454,2698661,2575360,0,5.79248
455,2491450,2414588,0,0.198307
456,1070488,1029338,0,0.128977
457,2224884,2187782,0,0.262175
458,367802,357231,0,0.0525544
459,909894,891272,0,-0.0626108
460,49856,49313,0,0.0128484
461,5758,5643,0,0.303969
462,33400741,32421217,0,0.397285
463,559399,533620,0,0.256556
464,131935,124359,0,5.03767
465,12804,12656,0,0.0146463
466,103280,99439,0,0.0492386
467,32587,32390,0,0.0554766
468,630710,621372,0,0.248841
469,407163,396660,0,0.236157
470,84416,83834,0,0.0104147
471,485946,479734,0,0.0821308
472,405248,399412,0,-0.187251
473,273018,262648,0,0.0111553
474,247053,243543,0,0.0187345
475,35241,34995,0,0.0295941
476,28201,27596,0,0.00589789
477,2999454,2940557,0,0.129455
478,803572,761244,0,0.0401755
479,1715,1713,0,0.00272614
480,401312,391890,0,0.0874665
481,2090057,2054933,0,0.37482
482,3312404,3159206,0,0.248923
483,363363,355498,0,0.0114714
484,12940,12465,0,0.0996851
485,57162,55840,0,0.0673974
486,1488655,1418539,0,0.00605663
487,479895,469071,0,0.0712916
488,146014,144409,0,0.0626403
489,1904,1904,0,0.0111364
490,304351,296284,0,0.109194
491,12222595,11767163,0,0.100158
492,386000,382592,0,0.0490026
493,1359016,1286565,0,0.0401053
494,15335006,14742516,0,0.110972
495,209741,201641,0,4.86056
496,5048727,4895478,0,0.721324
497,1961,1944,0,0.00063012
498,20806,20664,0,0.0268554
499,66007,64232,0,0.0437535
500,2352918,2272843,0,0.244803
501,199704,196933,0,0.0680537
502,856741,835362,0,0.020794
503,4478,4440,0,0.0588428
504,5348202,5238795,0,0.167352
505,12381,12026,0,0.00309088
506,7482,7213,0,0.0157959
507,16170,15569,0,0.283283
508,2087486,2023733,0,0.139864
509,826,823,0,0.002767
510,5294668,5073544,0,0.350544
511,43865079,42046860,0,0.178666
512,305202,300904,0,0.0819216
513,31137,30912,0,0.0165049
514,11261,11163,0,0.0426471
515,10410678,10024743,0,0.0635853
516,280650,276123,0,1.69166
517,971851,931652,0,0.0383512
518,438,438,0,0.000890455
519,5141,5116,0,0.0018121
520,2488720,2370368,0,0.18726
521,1005806,940976,0,0.410105
522,12294688,11981318,0,0.35475
523,138137,134872,0,0.243442
524,12004281,11748844,0,0.0705625
525,1062893,1042100,0,0.269205
526,673460,660299,0,0.24066
527,548100,533033,0,0.205217
528,57791358,55294853,0,0.037086
529,2626113,2572981,0,0.182759
530,3821361,3704919,0,0.122586
531,1294676,1260587,0,0.0473642
532,4310975,4136994,0,0.0964693
533,5548934,5384323,0,0.340166
534,3047193,2905921,0,0.12052
535,144591,143009,0,0.0438451
536,952965,937890,0,0.0371527
537,2100829,2049878,0,0.229129
538,1644377,1587360,0,0.0934848
539,406439,399309,0,0.045042
540,1731733,1648513,0,0.10717
541,6461,6369,0,0.00347157
542,180762,178177,0,-0.969384
543,928894,913989,0,0.135423
544,2131843,2079895,0,0.049833
545,2240408,2156540,0,0.0519533
546,483756,462540,0,0.316703
547,0,0,0,0
548,114183,112464,0,0.0224248
549,1257980,1233445,0,0.177062
550,9731,9570,0,0.0660055
551,579268,570305,0,0.0689365
552,133272,130281,0,0.0401219
553,1312164,1252240,0,0.622712
554,4692467,4517394,0,0.401236
555,3088643,2998395,0,0.128288
556,0,0,0,0
557,257115,253291,0,0.121271
558,512607,507346,0,0.0404874
559,3717,3707,0,0.00462392
560,1680492,1650931,0,0.14919
561,547867,533801,0,0.190796
562,325393,321058,0,0.169917
563,428143,421306,0,0.0374152
564,18894363,18087608,0,0.286872
565,970731,941726,0,0.192137
566,563504,557394,0,0.012503
567,45351,44840,0,0.0541659
568,73966,73389,0,0.0872146
569,70699,69646,0,0.15393
570,936226,914724,0,0.183056
571,1314531,1295488,0,0.0981947
572,266788,260019,0,0.0701749
573,464243,459166,0,0.153119
574,135693,132247,0,0.234757
575,851898,834617,0,0.0329395
576,889393,856736,0,0.110435
577,2657387,2548906,0,0.126865
578,10521894,10112703,0,0.36362
579,15056046,14354603,0,0.0407054
580,83912,81763,0,0.418039
581,708466,689255,0,0.142241
582,38515,38187,0,0.0834058
583,89283587,85095763,0,0.206395
584,14402,14187,0,0.0257695
585,55423,54178,0,0.253449
586,35013,34836,0,0.012944
587,4349,4238,0,0.301847
588,18678474,18300020,0,0.493184
589,148698,143029,0,0.056795
590,111724,109879,0,0.217419
591,486746,474547,0,0.0409951
592,1512099,1467420,0,0.0350596
593,25577670,24527952,0,0.100386
594,143516,138343,0,0.354859
595,41650,39745,0,0.115629
596,912,896,0,-0.00186942
597,23423,22832,0,0.0567173
598,162849,156497,0,0.00423115
599,2094377,2050988,0,0.163882
600,2400620,2300048,0,0.114416
601,4539,4513,0,0.00483669
602,26370,25908,0,0.00524956
603,147680,145122,0,0.135214
604,15425,14802,0,0.0064226
605,5654,5645,0,0.00369565
606,201032,195364,0,-0.0585596
607,6769747,6672313,0,0.227011
608,94732,93525,0,0.124319
609,9966473,9390289,0,0.23418
610,11857862,11637580,0,0.0875064
611,2064067,2031692,0,0.043716
612,22172,21937,0,0.0414534
613,270765,264248,0,0.0389741
614,121138,119572,0,0.141131
615,155566,153876,0,0.0064171
616,6685,6666,0,0.0469592
617,4916064,4758108,0,0.152415
618,1472826,1422540,0,0.257673
619,242197,240865,0,0.0379786
620,3974,3967,0,0.00708161
621,27871,27693,0,0.0917733
622,3706634,3548551,0,0.443983
623,1042573,1026480,0,0.12491
624,1754086,1662777,0,0.135337
625,627626,618034,0,0.263207
626,4131763,3900433,0,0.0957545
627,2293,2282,0,0.00819769
628,950647,941621,0,0.153659
629,26051,25702,0,0.180604
630,2308381,2262305,0,0.37792
631,1656693,1554725,0,0.169327
632,1498842,1462936,0,0.289697
633,128099,125115,0,0.362218
634,3997930,3780112,0,0.239054
635,4974966,4882956,0,0.132249
636,846523,826922,0,0.149255
637,20410,20270,0,0.117611
638,24813567,23999796,0,0.0324972
639,381,381,0,0.000632132
640,328875,325169,0,0.196798
641,3592900,3494067,0,0.135537
642,856039,819007,0,0.0793295
643,9529902,9102949,0,0.151164
644,22830577,21570587,0,0.110736
645,149936,148560,0,0.0370638
646,551963,544827,0,0.206148
647,4589000,4323852,0,0.374841
648,1819729,1795469,0,0.0787233
649,1130421,1099333,0,0.0188431
650,2593583,2439215,0,0.0841875
651,3479754,3325702,0,0.179294
652,7064042,6886639,0,0.0708071
653,22693,22594,0,0.0283399
654,116507,114646,0,0.0780904
655,618149,604806,0,0.459274
656,546932,538050,0,0.193992
657,12665,12489,0,0.0221112
658,2970574,2857234,0,0.285222
659,9593833,9135042,0,0.0819618
660,1872694,1800881,0,0.110864
661,1090610,1058175,0,0.132074
662,129198,127107,0,0.120112
663,2513245,2476635,0,0.187551
664,919238,905762,0,0.205673
665,927504,907685,0,0.128856
666,570892,564168,0,0.107481
667,399743,393397,0,0.0914623
668,18488,18059,0,0.0930733
669,215255,212355,0,0.0253109
670,793080,750648,0,-0.685275
671,711035,693085,0,0.0608081
672,26639,26047,0,0.00680711
673,132231,129249,0,-0.0797344
674,195,193,0,-0.000630275
675,204295,201775,0,0.1073
676,2161585,2100443,0,0.215854
677,10480311,10224769,0,0.0347053
678,1902072,1798696,0,0.100542
679,846751,819280,0,0.0031491
680,1735355,1647497,0,0.399254
681,758012,723718,0,-0.154054
682,111114,107328,0,0.0302515
683,1580517,1549111,0,0.0447568
684,1588932,1500973,0,0.0803273
685,13004565,12396568,0,0.500202
686,3471129,3387387,0,0.298291
687,138410,134965,0,0.011847
688,1278705,1245712,0,0.193257
689,10079900,9877794,0,0.0934731
690,1111712,1080921,0,0.123867
691,2417668,2373206,0,0.222462
692,353562,338675,0,0.205199
693,83173,82516,0,0.0757655
694,10441049,9910717,0,0.0485769
695,10788547,10172308,0,0.0713316
696,1168518,1152391,0,0.0874586
697,87254,83889,0,0.0162762
698,2753778,2606713,0,0.0729644
699,2277032,2219316,0,0.367864
700,33686,32776,0,0.0588478
701,345550,338849,0,0.166785
702,2636216,2586305,0,0.301077
703,18653,18394,0,0.127391
704,267585,264333,0,0.059851
705,301,300,0,0.00140439
706,827,813,0,0.0039119
707,1445247,1373541,0,-0.0896147
708,44067,43788,0,0.0509116
709,509469,489905,0,0.0463067
710,27,27,0,-3.7315e-05
711,102487,99280,0,0.0131574
712,510248,504752,0,0.14538
713,4203669,4096091,0,0.237842
714,44431,44128,0,0.0264028
715,1033292,990221,0,0.027176
716,1216294,1168830,0,0.454961
717,692,670,0,5.46594e-05
718,22218,21945,0,0.00694111
719,151408,146587,0,0.0745868
720,1704385,1643138,0,0.18171
721,17926,17861,0,0.0336628
722,594833,587066,0,0.139206
723,91144,89131,0,0.0436306
724,2916578,2836075,0,0.278533
725,494661,488719,0,0.176575
726,127742,123350,0,0.0667807
727,27083,26393,0,-0.175001
728,1184840,1153907,0,0.0596652
729,27581,26641,0,0.000165841
730,356481,342427,0,0.074523
731,1262512,1241565,0,0.0381176
732,49622,47552,0,0.30247
733,1025163,985328,0,0.0353086
734,119066,117862,0,0.105236
735,2311418,2262950,0,0.12948
736,3627625,3516977,0,0.0577828
737,62439,62038,0,0.0678363
738,237651,228063,0,0.0995236
739,19974,19854,0,0.0548689
740,325747,312937,0,-0.357328
741,1745,1743,0,0.0126487
742,25373,25139,0,0.0142311
743,2912991,2785526,0,0.370495
744,697,683,0,-0.00148735
745,1873517,1777110,0,0.244603
746,3029386,2968405,0,0.231769
747,734229,710031,0,0.217664
748,2642561,2576233,0,0.178892
749,22999,22176,0,0.0363296
750,107976,106926,0,-0.000992488
751,18011,17884,0,0.135667
752,1808,1807,0,0.0022331
753,1959256,1917442,0,0.0819057
754,1090406,1043763,0,0.147796
755,1254786,1233922,0,0.146619
756,16970,16751,0,0.220875
757,394134,383862,0,0.237515
758,112997,111702,0,0.0455421
759,15095,14958,0,0.00988197
760,809880,788588,0,0.0852874
761,26859,25749,0,0.277077
762,723327,705131,0,0.286704
763,51546,50614,0,0.177753
764,747005,731364,0,0.287327
765,2006074,1973260,0,0.0198092
766,1228486,1208898,0,0.179938
767,2497530,2399994,0,0.373789
768,3817150,3651808,0,0.143223
769,946605,923687,0,0.00198094
770,31255,30630,0,0.0240604
771,1473005,1414651,0,0.0514211
772,219324,215099,0,0.338436
773,713874,683974,0,0.0665141
774,2504,2489,0,0.0197602
775,85496,83113,0,0.238901
776,1153583,1138073,0,0.122854
777,265481,253330,0,0.164778
778,171005,167858,0,0.0247951
779,1673742,1617789,0,0.0538201
780,2732379,2667750,0,0.35531
781,1510213,1448912,0,0.137208
782,2330544,2255975,0,0.324746
783,4068,4046,0,-0.0438882
784,28956,28875,0,0.0585401
785,60642,60160,0,0.0382417
786,1951636,1914517,0,0.155663
787,83939,83398,0,0.0431265
788,13578581,12795257,0,0.201964
789,3070729,2964039,0,0.341498
790,28857,27661,0,0.0113327
791,34215,32905,0,0.0971893
792,86682,85971,0,0.101202
793,27366,27237,0,0.007475
794,184,182,0,-0.00248562
795,366879,363675,0,0.151219
796,5080228,4784880,0,0.167341
797,1063818,1036676,0,0.33884
798,62126,61865,0,0.0473241
799,339391,334111,0,0.145015
800,498521,482503,0,0.0376305
801,1386752,1335610,0,0.321811
802,264411,261386,0,0.0428477
803,1306533,1270805,0,0.349307
804,1214337,1157196,0,0.0282887
805,196173,190333,0,19.7081
806,17882,17775,0,0.00523786
807,825959,809253,0,0.168969
808,222739,218567,0,0.357954
809,119690,116940,0,0.290638
810,47557,45289,0,0.0543039
811,3986,3978,0,0.0127127
812,108346,102978,0,0.195928
813,843372,826635,0,0.0425662
814,1860874,1832375,0,0.250131
815,1647,1646,0,-0.000111177
816,218138,212876,0,0.261743
817,7748894,7549562,0,0.142014
818,414270,405993,0,0.165017
819,909827,891156,0,0.127909
820,197427,195876,0,0.0121117
821,7043,6818,0,0.00361155
822,2007,2003,0,0.00942492
823,7601252,7363492,0,0.114207
824,1079857,1061465,0,0.0896415
825,647257,620701,0,0.0817073
826,2192766,2104280,0,0.0294778
827,29909,28597,0,0.007333
828,13197,12686,0,0.131687
829,157944,155858,0,-0.420229
830,858606,840368,0,0.135177
831,3707075,3575943,0,0.0318875
832,2329277,2240000,0,0.495134
833,5899219,5729219,0,0.226789
834,1463848,1429902,0,0.185136
835,76610,73513,0,0.212895
836,319247,309299,0,0.0944592
837,4467923,4232827,0,0.211431
838,55300097,52483374,0,0.0333763
839,10564,10443,0,0.0282173
840,647103,637526,0,0.0759095
841,14679165,13880783,0,0.368976
842,906099,888468,0,0.174882
843,767857,743059,0,0.0362155
844,836618,816534,0,0.0160229
845,1130869,1099539,0,0.10049
846,4174006,4073295,0,0.265334
847,732302,714450,0,0.261925
848,695267,689429,0,0.0796406
849,993206,979129,0,0.209955
850,746189,716741,0,0.199079
851,5435130,5222933,0,0.0343657
852,661344,650133,0,0.0533188
853,24601,24450,0,0.0448131
854,7495,7454,0,0.0199551
855,857786,839938,0,0.276847
856,445,434,0,-0.00477183
857,905599,873483,0,0.0346826
858,3876344,3802314,0,-0.0523123
859,6578021,6456392,0,0.409139
860,2480254,2366040,0,0.0477371
861,717781,696224,0,0.0566971
862,14054,13936,0,0.0484901
863,770602,755693,0,0.074286
864,1492924,1437608,0,0.135429
865,2226273,2139513,0,0.169809
866,152373,151042,0,0.0160612
867,1071839,1056269,0,0.179274
868,22938,22528,0,0.224267
869,243981,231884,0,0.0395541
870,116770,111916,0,0.100319
871,12055,11925,0,0.0334957
872,79313,76097,0,0.00766767
873,57565,57277,0,0.0698386
874,77323,76305,0,0.142491
875,1336431,1309111,0,0.107193
876,46136,45135,0,0.303525
877,12215,11702,0,0.113936
878,2507127,2426056,0,0.242521
879,1570433,1500356,0,0.0632229
880,4178951,4105851,0,0.211434
881,683867,675000,0,0.0725231
882,1967,1963,0,0.0042863
883,990590,964571,0,14.5021
884,325925,321309,0,0.0410626
885,368675,361614,0,0.138446
886,732741,692453,0,0.0791871
887,2633083,2600208,0,0.170941
888,158498,157230,0,0.139136
889,4921518,4785712,0,0.246208
890,1655316,1565959,0,0.126916
891,34670,34135,0,0.0680053
892,56109,54697,0,0.10883
893,2082470,2042536,0,0.124847
894,1380170,1323420,0,-0.00375039
895,31504,31320,0,0.0566307
896,1529296,1484619,0,0.181315
897,32063,31117,0,0.362151
898,376671,370902,0,0.0713285
899,263570,257819,0,0.187567
900,299608,295369,0,0.03342
901,841026,815548,0,0.0826481
902,600868,589421,0,0.145612
903,2343510,2254809,0,0.100359
904,468800,450309,0,0.377157
905,3241192,3105420,0,0.186147
906,8276,8218,0,0.00607385
907,7666273,7524287,0,0.0528139
908,228698,219948,0,0.0348386
909,884601,843227,0,1.5297
910,14154,13822,0,0.201477
911,587617,574256,0,0.0176814
912,11691,11546,0,0.038649
913,19482,19188,0,0.176318
914,15329,15219,0,0.0672263
915,12925994,12376991,0,0.0554375
916,301881,294743,0,0.103643
917,1562259,1465904,0,0.737559
918,139790,134655,0,0.0440014
919,1219930,1184860,0,0.747669
920,616324,601427,0,0.105393
921,8958648,8736486,0,0.146967
922,10627124,10425719,0,0.145156
923,317049,302502,0,0.010629
924,8200,8165,0,0.0281435
925,60286,59931,0,0.0107275
926,304871,298418,0,0.128237
927,243075,239816,0,-0.378076
928,4498,4468,0,0.00131227
929,417768,411170,0,0.0585123
930,9734506,9521672,0,0.102258
931,3405022,3293529,0,0.743123
932,4154454,4069886,0,0.0472689
933,38547,36789,0,10798.6
934,583,581,0,-0.00520504
935,266673,257549,0,0.114865
936,7749576,7534823,0,0.248155
937,274518,271184,0,0.0179358
938,530258,522552,0,0.100993
939,103579,102458,0,0.135967
940,46342,44500,0,0.0211472
941,3759207,3590200,0,0.546924
942,1818692,1709255,0,0.303893
943,33166,32533,0,0.0059677
944,761630,749956,0,0.139237
945,625560,613631,0,0.0389177
946,170331,168092,0,0.0390977
947,118858,114154,0,0.0879275
948,366513,359483,0,0.311237
949,135627,134046,0,0.0985546
950,931531,902988,0,0.0329341
951,107860,106907,0,0.00789793
952,3660369,3494569,0,0.989866
953,1195026,1141304,0,0.218065
954,1571270,1536631,0,0.020862
955,1317577,1292273,0,0.288585
956,0,0,0,0
957,38069,37777,0,0.00607785
958,1813777,1755310,0,0.137411
959,3163,3148,0,0.0601205
960,8133932,7864132,0,0.145044
961,850664,838000,0,0.0956556
962,279209,277463,0,0.0442045
963,55576,54967,0,0.178519
964,190755,185363,0,0.0276876
965,1869936,1763863,0,0.158937
966,92934,92044,0,0.114319
967,601213,584879,0,0.021589
968,7227796,6828622,0,5.45729
969,1597689,1519454,0,0.166765
970,824560,810879,0,0.308236
971,1036282,1015254,0,0.136788
972,638931,621399,0,0.019572
973,55262,54821,0,0.0284401
974,607816,599940,0,0.226876
975,4398,4387,0,0.0331299
976,259119,254836,0,0.270289
977,103324,101558,0,0.00512949
978,2293337,2210883,0,0.172381
979,397753,388700,0,0.304127
980,3095184,2968906,0,0.0112825
981,40663,40281,0,0.0604333
982,16307426,15676397,0,0.0147308
983,9046,8881,0,0.0254271
984,576222,553350,0,0.526659
985,33238,32636,0,0.0374025
986,16683,16611,0,0.012204
987,10736325,10188684,0,0.0373661
988,10559,10459,0,0.0250494
989,722568,709562,0,0.137555
990,3669611,3571631,0,0.253077
991,116390,115435,0,0.015132
992,1444340,1415684,0,0.0296596
993,5162077,4884905,0,0.129735
994,12463955,12140838,0,0.0544487
995,3664052,3456489,0,0.501254
996,1575609,1480959,0,0.159999
997,759694,721024,0,0.191203
998,6983,6964,0,0.0100814
999,14699510,13838467,0,0.135284
1000,2360350,2293750,0,0.0224289
1001,1050953,1036318,0,0.14614
1002,26740696,26138703,0,0.150644
1003,952,933,0,0.0338415
1004,55957482,53118392,0,0.0176712
1005,687137,671572,0,0.126
1006,1409617,1365210,0,0.0415795
1007,1500894,1405990,0,0.161268
1008,33311,32496,0,0.241119
1009,303871,299875,0,0.0345134
1010,4936,4924,0,0.00223147
1011,3008144,2872446,0,0.156583
1012,1462281,1402654,0,0.0834185
1013,1752480,1665835,0,0.254002
1014,327894,323666,0,0.0289332
1015,85101,82045,0,0.00164849
1016,263933,260715,0,0.116603
1017,202510,199367,0,0.0669606
1018,1048979,1035231,0,0.431717
1019,31516938,30114783,0,0.107264
1020,737,737,0,0.000223949
1021,839875,826422,0,0.0957381
1022,668484,661988,0,0.0356617
1023,1347,1344,0,-0.226321
1024,17008486,16559735,0,0.0213253
1025,58760,56883,0,0.0118799
1026,2188150,2090772,0,0.52659
1027,731651,713297,0,0.0738398
1028,1151440,1114387,0,0.286138
1029,84201,80757,0,0.0484322
1030,33915,33630,0,0.0464074
1031,19686,18996,0,0.0153774
1032,6180684,5895640,0,0.0160314
1033,159416,158137,0,0.107404
1034,629558,608529,0,0.345573
1035,672559,650661,0,0.0762592
1036,20943597,19788875,0,0.202247
1037,16456,15743,0,0.278098
1038,0,0,0,0
1039,1799,1720,0,0.000198421
1040,22850,22360,0,0.0152472
1041,11,10,0,0.104425
1042,325752,314315,0,-0.0244701
1043,2394982,2296747,0,0.118051
1044,192544,186932,0,0.708775
1045,1154861,1135263,0,0.0415553
1046,430968,416874,0,0.029546
1047,282054,272059,0,0.361484
1048,1343777,1299215,0,0.0438014
1049,3343104,3268064,0,0.244874
1050,977507,943048,0,0.043826
1051,3597676,3440024,0,0.0192803
1052,289719,286253,0,0.0423752
1053,34216,33814,0,0.0897168
1054,8679,8364,0,0.039154
1055,66219,65484,0,0.0104797
1056,2253121,2164895,0,0.307507
1057,2485559,2431165,0,0.126348
1058,70766,69935,0,0.0322834
1059,1368373,1337929,0,0.150807
1060,3247489,3198905,0,0.109311
1061,1657666,1626298,0,0.17214
1062,272692,266609,0,0.0390011
1063,14576,14305,0,0.0108981
1064,7443,7280,0,0.00330317
1065,67499,65361,0,0.0361441
1066,14786173,14262733,0,0.862387
1067,498023,491918,0,0.0362338
1068,2813992,2679278,0,0.29986
1069,2252016,2169732,0,0.123059
1070,1308,1308,0,0.00161725
1071,3498827,3354480,0,0.00605386
1072,2121212,2032554,0,0.154394
1073,829814,814337,0,0.0820457
1074,1865349,1838200,0,0.0266602
1075,6943,6691,0,0.023733
1076,0,0,0,0
1077,1076035,1052627,0,0.0571552
1078,82168,80314,0,0.377133
1079,105891,104761,0,0.119028
1080,1290158,1215960,0,0.0590249
1081,359541,354544,0,0.163698
1082,1930,1836,0,0.00576201
1083,142884,138725,0,0.190944
1084,160428,158911,0,0.187497
1085,1307,1292,0,0.0855368
1086,1437501,1421990,0,0.0752383
1087,123538,121172,0,0.193823
1088,439956,429870,0,0.141119
1089,112397,111424,0,0.0818192
1090,124000,123147,0,0.151704
1091,687655,675959,0,0.30038
1092,2222138,2167543,0,0.285452
1093,4649,4623,0,0.0277053
1094,4787254,4694762,0,0.347494
1095,255034,251158,0,0.0566487
1096,492532,484127,0,0.0264037
1097,49902,49681,0,0.0217464
1098,10824807,10512120,0,0.262557
1099,10358,10294,0,0.0113279
1100,4294716,4158858,0,0.293632
1101,223350,218348,0,0.0577563
1102,760222,730892,0,0.00102623
1103,377083,367653,0,0.0480362
1104,1281749,1225470,0,0.117656
1105,56058,53893,0,0.000978751
1106,1862181,1760647,0,0.419375
1107,663303,636931,0,0.235808
1108,8401,8363,0,0.0228565
1109,135714,133602,0,0.0893445
1110,680983,667234,0,0.225684
1111,0,0,0,0
1112,8166929,7656476,0,0.337138
1113,4096358,4021320,0,0.279638
1114,2283686,2244293,0,0.162964
1115,2058,2004,0,0.000646336
1116,3197042,3040654,0,0.175966
1117,3358,3206,0,0.00459914
1118,633254,622516,0,0.0447347
1119,0,0,0,0
1120,1598061,1561466,0,0.191569
1121,1289329,1204236,0,0.356418
1122,2053697,1991140,0,0.091503
1123,54134,52181,0,-0.000788595
1124,2173,2169,0,0.0108068
1125,243519,233366,0,0.0377798
1126,286830,278335,0,0.0899612
1127,811447,792793,0,0.192791
1128,1323673,1274842,0,0.31962
1129,2671786,2572253,0,0.373945
1130,6939142,6658940,0,0.331469
1131,2269605,2195269,0,0.0639744
1132,83895,82695,0,0.146722
1133,4988415,4761488,0,0.324199
1134,10338211,9932636,0,0.303666
1135,186977,184992,0,0.0745031
1136,91024,89373,0,0.0329556
1137,716175,707248,0,0.112268
1138,1743694,1651797,0,1.4723
1139,205409,202715,0,0.114613
1140,112762,107877,0,0.376906
1141,87774,84036,0,1.51217
1142,1207723,1183131,0,0.0320654
1143,5112765,5023242,0,0.0741952
1144,2554022,2485018,0,0.303691
1145,226495,224455,0,0.0997297
1146,237085,233750,0,4.56851
