event,n_produced,n_wall,n_pmt,first_residual_ns
1147,945771,927213,0,0.427355
1148,1555738,1481562,0,0.266077
1149,2433,2431,0,0.000796911
1150,3801152,3669019,0,0.282806
1151,124301,121939,0,0.0100663
1152,111481,105305,0,-1.74916
1153,111337,106927,0,0.0408718
1154,2247163,2191827,0,0.0368179
1155,2962488,2882032,0,0.0402436
1156,448,445,0,0.115277
1157,169096,164830,0,0.334407
1158,663955,652858,0,0.342776
1159,227789,221466,0,0.0322549
1160,1755599,1690075,0,0.290783
1161,13093,12983,0,0.00548213
1162,3179909,3116076,0,0.0262914
1163,9097035,8671193,0,2.67718
1164,56927,56345,0,0.0112721
1165,124342,122033,0,0.0239788
1166,107664,104567,0,0.034317
1167,29231,28412,0,0.0510564
1168,2038022,1941656,0,0.419374
1169,168993,163871,0,0.179622
1170,2318697,2214523,0,0.506037
1171,1229688,1155651,0,0.794134
1172,2633,2616,0,0.0596267
1173,21979237,21501394,0,0.293235
1174,19918,19137,0,0.038161
1175,2781502,2667681,0,0.392337
1176,584799,558936,0,0.0678144
1177,693486,686055,0,0.0890223
1178,777678,761470,0,0.251581
1179,202041,200355,0,0.106272
1180,20993397,19821258,0,0.108798
1181,788448,752962,0,0.0698897
1182,737206,695856,0,0.137902
1183,2329076,2192062,0,0.238399
1184,142684,139863,0,-0.0949269
1185,56075,55237,0,0.0143204
1186,350437,341051,0,0.133904
1187,2032086,1997983,0,0.465089
1188,735,734,0,-2.54721
1189,314499,309883,0,0.0313656
1190,7311,7266,0,0.0163367
1191,73952,73320,0,0.0394686
1192,886146,854643,0,0.596468
1193,71484,70568,0,0.0137502
1194,1021106,978044,0,0.16127
1195,5178,4957,0,1.79784
1196,56886,54661,0,0.211741
1197,2168063,2078912,0,0.192218
1198,576766,554492,0,0.0879366
1199,0,0,0,0
1200,55980,55479,0,0.0809178
1201,103890,103019,0,0.00734012
1202,1680838,1623573,0,0.329354
1203,76658,75782,0,0.0158069
1204,7329062,7023308,0,3.98632
1205,4259,4246,0,0.0186969
1206,48538235,46478096,0,0.0696184
1207,853439,845093,0,0.180104
1208,23914038,22831422,0,0.412368
1209,18478,18287,0,13.3561
1210,9162,9123,0,0.00941675
1211,22,20,0,3.36863e-05
1212,427978,413867,0,0.115342
1213,653720,634563,0,0.227093
1214,113280,107500,0,0.202988
1215,2399554,2343950,0,0.0803763
1216,8247,8174,0,0.0182978
1217,314635,301605,0,0.210007
1218,99944,96015,0,0.121821
1219,404155,395470,0,0.0275694
1220,16612,16492,0,0.0297293
1221,5456605,5165918,0,0.174282
1222,1667616,1635541,0,0.237651
1223,1607063,1535603,0,0.303714
1224,433666,422158,0,0.00347198
1225,270574,267714,0,0.0627419
1226,121833,121175,0,0.0107609
1227,145066,137620,0,0.246109
1228,272904,265876,0,0.219348
1229,168485,164936,0,0.0654509
1230,1433885,1357904,0,0.112054
1231,1410428,1323577,0,0.054612
1232,80710,80188,0,0.0515606
1233,261481,256601,0,0.178013
1234,1225244,1165137,0,0.231095
1235,353231,343876,0,0.00668335
1236,66872,66229,0,0.0235176
1237,4716860,4639271,0,0.193111
1238,2354253,2216229,0,0.304353
1239,69671,68277,0,0.0880787
1240,2745337,2669603,0,0.0487726
1241,4618944,4482442,0,0.202313
1242,2270387,2225702,0,0.0329231
1243,750318,728225,0,-0.00840695
1244,1589187,1559468,0,0.216541
1245,128786,127337,0,0.0416518
1246,1744582,1671125,0,0.0402353
1247,2944769,2805579,0,0.241263
1248,3290509,3132735,0,0.144023
1249,2093156,1993596,0,0.270634
1250,20166542,19657913,0,0.0432607
1251,1921783,1824823,0,0.0936499
1252,2568935,2536062,0,0.1948
1253,0,0,0,0
1254,5362293,5194518,0,0.0413789
1255,2581690,2497155,0,0.0400472
1256,331048,327091,0,0.00999867
1257,1346070,1321420,0,0.0243707
1258,4703642,4497421,0,0.074694
1259,1433104,1373178,0,0.0426246
1260,61541,61167,0,0.0267396
1261,1982478,1914824,0,0.0514952
1262,866110,832539,0,0.216217
1263,14250210,13998717,0,0.140899
1264,4669958,4595243,0,0.153895
1265,169753,165723,0,0.120389
1266,257124,250389,0,0.173427
1267,430431,419909,0,0.528212
1268,600504,584160,0,0.418006
1269,2312913,2214822,0,0.0839934
1270,123584,121659,0,0.0990959
1271,3484808,3299629,0,0.275265
1272,774913,762188,0,0.070034
1273,167453,164914,0,0.0334118
1274,95994,94865,0,0.113097
1275,126641,122354,0,0.154471
1276,359726,350995,0,0.0529107
1277,2513494,2369255,0,0.0397053
1278,120820,119829,0,0.106844
1279,0,0,0,0
1280,1419896,1361293,0,0.287349
1281,150435,148552,0,0.0656682
1282,351088,338188,0,0.362889
1283,1001640,984503,0,0.103315
1284,5698829,5599895,0,0.0796784
1285,53776,53430,0,0.0557697
1286,16074,15965,0,0.00797904
1287,1745972,1690426,0,0.0234799
1288,1516178,1488335,0,0.221227
1289,8562979,8067528,0,0.270488
1290,7173119,6897796,0,0.298079
1291,12065217,11522538,0,0.434173
1292,49314,48255,0,0.15433
1293,63889,63053,0,0.0295165
1294,290026,287017,0,0.084891
1295,34099,33875,0,0.00801286
1296,945679,917015,0,0.234072
1297,3910296,3762471,0,0.0762707
1298,44132,41992,0,0.005751
1299,15415,14904,0,1.32577
1300,56957552,54625423,0,0.0910542
1301,1246611,1223251,0,0.127116
1302,2625603,2580972,0,0.190966
1303,17574,17402,0,0.048865
1304,14,13,0,7.23557
1305,150944,148528,0,0.106127
1306,72741,70817,0,0.00310796
1307,491998,486336,0,0.0356777
1308,17865,17463,0,0.000878408
1309,160155,154111,0,0.0158288
1310,27231,26961,0,0.0623627
1311,5100,5039,0,0.0225028
1312,106729,102876,0,0.206657
1313,0,0,0,0
1314,37067,36221,0,0.0127251
1315,1126373,1097789,0,0.311046
1316,6504249,6298841,0,0.237326
1317,95329,94732,0,0.0403069
1318,72034,70123,0,-4.1924
1319,188821,185451,0,0.03667
1320,28857,28311,0,0.0399841
1321,18575,18388,0,0.0247009
1322,4271155,4026122,0,0.411614
1323,1053735,1019787,0,0.039743
1324,30960,30688,0,0.039551
1325,550015,544194,0,0.19194
1326,511243,503279,0,0.423709
1327,205850,200655,0,0.113352
1328,924,906,0,3.99086e-05
1329,30878,30321,0,0.018415
1330,5605850,5298810,0,0.0964837
1331,1373819,1310928,0,0.0527852
1332,2167041,2087250,0,0.44645
1333,83444,80673,0,0.315998
1334,19800369,18925423,0,0.241879
1335,993,991,0,0.00445924
1336,97141,93299,0,0.0532045
1337,281375,277711,0,0.0356863
1338,12856,12532,0,0.0170032
1339,1509516,1479023,0,0.276003
1340,1006958,965530,0,0.19752
1341,2477437,2355668,0,0.62173
1342,345618,341477,0,0.058829
1343,4741814,4535694,0,0.0737495
1344,2011307,1988045,0,0.124423
1345,8309937,7946800,0,0.0268495
1346,147338,140541,0,0.0865315
1347,3384,3357,0,0.00895779
1348,120171,116902,0,0.0315507
1349,2114904,2075454,0,0.0932523
1350,1274024,1207781,0,0.329443
1351,2954366,2853993,0,0.749194
1352,33438632,31668675,0,0.235059
1353,1442023,1413365,0,0.309047
1354,226417,221926,0,0.181315
1355,138576,133232,0,0.0600815
1356,9298,9013,0,0.022298
1357,854327,840914,0,0.025207
1358,336148,332438,0,0.125752
1359,810793,778314,0,0.00743072
1360,10038407,9826289,0,0.139317
1361,123235,121069,0,0.191447
1362,3025147,2910064,0,0.153414
1363,46612,46091,0,0.0444562
1364,30512,30129,0,0.078899
1365,11109,10952,0,0.069256
1366,3966598,3791111,0,0.376873
1367,44377,43660,0,0.0180877
1368,1800664,1703029,0,0.118139
1369,1634595,1580376,0,0.091909
1370,4346944,4247501,0,0.224863
1371,1043296,1016612,0,0.196397
1372,3442,3435,0,0.0139763
1373,7059489,6938489,0,0.223976
1374,2571363,2512091,0,0.313901
1375,15955,15789,0,0.15359
1376,856355,819784,0,0.0123502
1377,1637729,1589031,0,0.22134
1378,1312787,1278753,0,0.164163
1379,597841,575561,0,0.128214
1380,0,0,0,0
1381,2036734,1918911,0,0.163053
1382,771435,753774,0,0.247388
1383,16023,15654,0,0.00676564
1384,4421,4393,0,0.119538
1385,1135599,1098976,0,0.0404166
1386,1649777,1616090,0,0.148956
1387,663888,652272,0,-0.146246
1388,1039750,996162,0,0.0747733
1389,6053895,5952301,0,0.158966
1390,64012,62892,0,0.230904
1391,261058,254844,0,0.123421
1392,1052211,1030281,0,0.215095
1393,2862657,2765573,0,0.835481
1394,2233691,2171321,0,0.308316
1395,1693811,1592704,0,0.242348
1396,7982,7702,0,0.0109473
1397,2193263,2100281,0,0.455247
1398,84008,82358,0,0.0812749
1399,2905322,2815545,0,-0.134348
1400,77593,76612,0,0.0484819
1401,20678673,20133802,0,0.0407709
1402,365834,360198,0,0.128354
1403,73619,72413,0,0.0134794
1404,430669,425434,0,0.017101
1405,80,80,0,7.39828e-06
1406,1517746,1447302,0,0.194713
1407,1076822,1026348,0,0.143984
1408,13231,13151,0,0.0625045
1409,12951,12790,0,0.0240366
1410,6473485,6157784,0,0.0785664
1411,3233002,3170662,0,0.230423
1412,1313257,1283767,0,0.342376
1413,651149,625390,0,0.119658
1414,7578957,7237664,0,0.0133316
1415,133366,131926,0,0.0235652
1416,619094,612716,0,0.06816
1417,1422334,1351184,0,0.0134906
1418,3016371,2932970,0,0.147269
1419,532412,516686,0,0.0369296
1420,48794709,46652525,0,0.0623448
1421,3617501,3501412,0,0.235893
1422,179108,175866,0,0.0625265
1423,6125813,5958207,0,0.0694615
1424,1551127,1530214,0,0.134283
1425,4581332,4438994,0,0.113396
1426,187663,183001,0,0.0839491
1427,126751,126106,0,0.0516318
1428,2635392,2562248,0,0.10785
1429,2547964,2403443,0,0.510272
1430,675706,660624,0,0.0898835
1431,9046,8704,0,0.177264
1432,1162079,1110504,0,0.146793
1433,1204399,1177630,0,0.386749
1434,29368,28891,0,0.0291313
1435,286128,278283,0,0.0838426
1436,977896,961939,0,0.017522
1437,660336,644792,0,0.372164
1438,18289,17922,0,0.00226705
1439,2757096,2662750,0,0.375602
1440,4489390,4217351,0,0.0500772
1441,152392,147902,0,0.028104
1442,6796,6666,0,0.0221931
1443,1857718,1827706,0,0.113037
1444,51966,51357,0,-0.0778492
1445,792908,779894,0,0.299463
1446,11537904,11047125,0,0.0128629
1447,1641166,1619214,0,0.166735
1448,78013,75457,0,0.0729366
1449,128709,126250,0,0.010024
1450,22762,22024,0,0.172936
1451,578821,569331,0,0.0632905
1452,3083,3013,0,-0.0776159
1453,50267025,48852559,0,0.0774644
1454,3854944,3739005,0,0.00996053
1455,2117870,1993700,0,0.17661
1456,1489327,1406868,0,0.0633893
1457,236273,232238,0,0.0453112
1458,1682478,1616228,0,0.313069
1459,217194,215172,0,0.129916
1460,43134,41795,0,0.0374303
1461,277492,272302,0,0.061735
1462,112124,110333,0,0.0944841
1463,2315862,2204489,0,0.761893
1464,1295494,1245930,0,0.0362238
1465,225856,222133,0,0.170425
1466,348061,331194,0,0.708877
1467,24105,23989,0,0.0410256
1468,37109,36921,0,0.112452
1469,101753,99431,0,0.319746
1470,484316,468522,0,0.0943268
1471,3304048,3228345,0,0.0998077
1472,275712,270448,0,0.608805
1473,3168180,2984143,0,0.181903
1474,1298361,1267781,0,0.244416
1475,1580708,1522351,0,0.0560046
1476,814948,797826,0,0.132735
1477,5013,4986,0,0.0280611
1478,31522,31276,0,0.0101751
1479,9618939,9228628,0,0.0119332
1480,8655,8598,0,0.0510854
1481,4629938,4479246,0,0.241961
1482,7780970,7390370,0,0.188721
1483,272075,269238,0,0.0864138
1484,496502,489519,0,0.250076
1485,9177,9149,0,0.0239611
1486,708117,699108,0,0.2084
1487,0,0,0,0
1488,82077,79679,0,0.190551
1489,3085387,2963611,0,0.107027
1490,2183130,2095872,0,0.126928
1491,1939749,1871248,0,0.784679
1492,4441229,4252266,0,0.293554
1493,18950352,17908619,0,0.221471
1494,4109048,3917059,0,0.454616
1495,1534189,1499667,0,0.310874
1496,4737844,4626573,0,0.326164
1497,10839534,10464650,0,0.131344
1498,1107737,1075003,0,0.562929
1499,1303,1303,0,0.00427731
1500,1816787,1779340,0,0.0820824
1501,1152061,1121760,0,0.0252511
1502,1736,1725,0,0.00679778
